City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3443061,Chui,UY,-33.6971,-53.4616,58.64,94,86,14.9
3366880,Hermanus,ZA,-34.4187,19.2345,52.02,66,9,5.86
3833367,Ushuaia,AR,-54.8,-68.3,42.46,87,90,9.22
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,49.12,73,100,13.98
2110227,Butaritari,KI,3.0707,172.7902,82.98,71,86,15.03
1282256,Hithadhoo,MV,-0.6,73.0833,83.17,73,83,11.56
609919,Quryq,KZ,43.2,51.65,71.19,33,100,15.48
5122534,Jamestown,US,42.097,-79.2353,73.31,78,20,6.91
3418910,Upernavik,GL,72.7868,-56.1549,26.94,78,97,5.23
5969025,Haines Junction,CA,60.7522,-137.5108,42.75,93,100,1.14
2123814,Leningradskiy,RU,69.3833,178.4167,25.63,82,99,10.78
2093846,Kiunga,PG,-6.1219,141.2906,74.98,97,100,2.46
2206939,Bluff,NZ,-46.6,168.3333,48.38,84,100,11.48
2138555,Poum,NC,-20.2333,164.0167,72.52,65,89,19.71
2013279,Vostok,RU,46.4856,135.8833,46.96,97,100,2.98
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,41.0,81,90,9.22
1633419,Padang,ID,-0.9492,100.3543,73.45,88,72,3.71
5563397,Eureka,US,40.8021,-124.1637,70.41,65,2,7.72
4035715,Avarua,CK,-21.2078,-159.775,78.85,73,90,11.5
3466704,Castro,BR,-24.7911,-50.0119,74.82,48,58,2.01
1015776,Bredasdorp,ZA,-34.5322,20.0403,47.52,76,5,6.91
1651103,Atambua,ID,-9.1061,124.8925,75.2,63,79,4.45
1649150,Bengkulu,ID,-3.8004,102.2655,76.03,88,96,2.35
2156643,Mount Gambier,AU,-37.8333,140.7667,50.45,61,90,11.05
1853174,Sakaiminato,JP,35.55,133.2333,76.98,65,20,3.44
3893726,Constitución,CL,-35.3333,-72.4167,52.41,76,0,12.26
2449893,Tessalit,ML,20.1986,1.0114,91.13,10,0,8.84
3874787,Punta Arenas,CL,-53.15,-70.9167,51.91,66,75,24.16
2071860,Esperance,AU,-33.8667,121.9,47.77,81,10,13.22
6185377,Yellowknife,CA,62.456,-114.3525,48.72,76,75,6.91
2214432,Nālūt,LY,30.3333,10.85,82.76,18,0,6.91
964432,Port Alfred,ZA,-33.5906,26.891,56.61,66,20,28.05
3466165,Cidreira,BR,-30.1811,-50.2056,66.42,98,75,3.83
5847411,Kahului,US,20.8947,-156.47,87.82,42,40,23.02
2163355,Hobart,AU,-42.8794,147.3294,49.86,50,40,11.5
4957320,Bar Harbor,US,44.3876,-68.2039,57.34,82,1,5.75
2409914,Bonthe,SL,7.5264,-12.505,78.08,86,100,5.23
4030556,Rikitea,PF,-23.1203,-134.9692,74.01,77,6,13.53
286621,Salalah,OM,17.0151,54.0924,80.69,89,75,4.61
615943,Agara,GE,42.0376,43.8238,58.05,75,0,3.85
3361934,Saldanha,ZA,-33.0117,17.9442,44.65,66,0,17.92
2075265,Busselton,AU,-33.65,115.3333,51.51,64,0,9.42
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,87.28,73,35,3.89
6089245,Norman Wells,CA,65.282,-126.8329,57.24,44,75,14.97
5855927,Hilo,US,19.7297,-155.09,82.13,65,75,8.05
4032243,Vaini,TO,-21.2,-175.2,69.96,94,75,11.5
5106841,Albany,US,42.6001,-73.9662,64.67,78,34,4.41
3393536,Olinda,BR,-8.0089,-34.8553,76.73,61,0,6.91
1492607,Severnoye,RU,56.3491,78.3619,38.48,98,100,7.85
3831208,Qaanaaq,GL,77.484,-69.3632,13.6,72,88,8.72
3374083,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,11.5
3361142,Springbok,ZA,-29.6643,17.8865,44.06,78,8,8.16
3533462,Acapulco de Juárez,MX,16.8634,-99.8901,85.82,70,40,8.05
2191562,Dunedin,NZ,-45.8742,170.5036,55.83,64,100,9.19
6144312,Sept-Îles,CA,50.2001,-66.3821,52.32,93,75,4.61
3939761,Hualmay,PE,-11.0964,-77.6139,63.01,77,16,11.12
2511239,San Roque,ES,36.2107,-5.3842,68.83,94,75,4.61
1106677,Bambous Virieux,MU,-20.3428,57.7575,68.25,68,20,13.8
286245,Sur,OM,22.5667,59.5289,84.33,67,1,9.51
3883457,Lebu,CL,-37.6167,-73.65,50.38,84,0,21.21
5880054,Barrow,US,71.2906,-156.7887,33.82,64,75,11.5
3654410,Manta,EC,-0.95,-80.7333,73.18,83,75,14.97
4031574,Provideniya,RU,64.3833,-173.3,33.91,75,90,4.47
2127202,Anadyr,RU,64.75,177.4833,34.3,100,75,11.18
3545841,Nuevitas,CU,21.5453,-77.2644,85.44,76,0,11.01
2092164,Lorengau,PG,-2.0226,147.2712,80.78,79,100,1.7
1507390,Dikson,RU,73.5069,80.5464,35.44,75,100,8.43
5848280,Kapaa,US,22.0752,-159.319,82.72,65,75,17.27
5546220,Saint George,US,37.1041,-113.5841,84.79,14,1,0.0
5859699,College,US,64.8569,-147.8028,36.77,60,75,10.36
541349,Krasnyy Yar,RU,46.5331,48.3456,58.93,69,86,5.35
6324729,Halifax,CA,44.6453,-63.5724,59.81,85,20,2.3
2109701,Auki,SB,-8.7676,160.7034,83.95,68,56,4.34
1735106,George Town,MY,5.4112,100.3354,75.15,94,20,0.0
2541479,Nador,MA,35.174,-2.9287,71.85,88,20,0.0
3369157,Cape Town,ZA,-33.9258,18.4232,48.61,81,20,5.75
654899,Kajaani,FI,64.2273,27.7285,35.65,80,40,4.61
690629,Uspenka,UA,48.3903,39.1619,53.62,63,60,4.56
3423146,Ilulissat,GL,69.2167,-51.1,28.42,69,20,20.71
934479,Grand Gaube,MU,-20.0064,57.6608,68.4,72,8,20.98
1493162,Salym,RU,60.0625,71.4789,34.92,93,100,8.75
4946620,Palmer,US,42.1584,-72.3287,66.65,68,20,3.44
3516125,Tecpatán,MX,17.1333,-93.3,85.01,88,92,4.12
2643044,Margate,GB,51.3813,1.3862,55.26,83,5,8.77
5282297,Bethel,US,41.3712,-73.414,66.07,68,1,4.61
5866583,Saint Paul Harbor,US,57.79,-152.4072,53.49,64,64,17.4
3347762,Lubango,AO,-14.9172,13.4925,64.6,40,28,1.16
2155415,New Norfolk,AU,-42.7826,147.0587,49.5,71,73,6.42
3652764,Puerto Ayora,EC,-0.7393,-90.3518,68.61,82,89,10.6
6201424,Mataura,NZ,-46.1927,168.8643,49.62,87,99,3.8
6113406,Prince Rupert,CA,54.3161,-130.3201,55.69,94,90,19.57
1503726,Kharp,RU,66.8014,65.8081,37.04,97,100,7.09
882100,Rusape,ZW,-18.5278,32.1284,56.88,31,0,4.21
3932145,Pisco,PE,-13.7,-76.2167,66.25,68,0,12.66
720284,Hajdúnánás,HU,47.85,21.4333,50.07,68,99,5.23
1267297,Kemrī,IN,28.8167,79.2167,80.22,77,79,5.84
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,71.56,94,20,21.85
964420,Port Elizabeth,ZA,-33.918,25.5701,53.89,82,40,16.11
4031742,Egvekinot,RU,66.3167,-179.1667,26.53,60,9,4.41
1244926,Hambantota,LK,6.1241,81.1185,79.79,81,74,14.09
5557293,Sitka,US,57.0531,-135.33,57.09,82,90,14.97
1505965,Igrim,RU,63.1906,64.4162,36.32,75,99,8.46
6137462,Saint-Augustin,CA,51.226,-58.6502,49.26,66,16,13.04
3372707,Ribeira Grande,PT,38.5167,-28.7,70.83,72,3,13.15
3839307,Rawson,AR,-43.3002,-65.1023,55.54,47,1,6.89
2121385,Severo-Kuril'sk,RU,50.6789,156.125,49.57,77,38,30.0
2126123,Chokurdakh,RU,70.6333,147.9167,28.85,69,97,9.1
1496588,Novozaimka,RU,56.4857,66.9241,35.6,92,100,8.9
1082243,Ambilobe,MG,-13.2,49.05,67.32,76,0,5.55
1636308,Manokwari,ID,-0.8667,134.0833,78.24,79,100,3.71
1067565,Beloha,MG,-25.1667,45.05,63.34,73,0,8.39
1512934,Saryagash,KZ,41.4511,69.1701,58.96,25,2,2.06
1605277,Trat,TH,12.5,102.5,74.39,94,100,2.42
453850,Zilupe,LV,56.3862,28.1217,38.86,98,100,8.34
543508,Kovdor,RU,67.5662,30.4758,30.96,95,2,5.32
546105,Nikolskoye,RU,59.7035,30.7861,42.69,74,97,7.25
5882953,Aklavik,CA,68.2191,-135.0107,50.83,74,100,16.49
477940,Ust-Tsilma,RU,65.441,52.1498,33.62,92,98,4.54
3133983,Trofors,NO,65.5333,13.4063,49.35,84,90,6.29
6620339,Karratha,AU,-20.7377,116.8463,76.06,25,100,25.72
3355672,Lüderitz,NA,-26.6481,15.1594,59.74,60,0,17.07
470762,Vyartsilya,RU,62.1764,30.693,34.48,89,99,6.22
2063039,Port Keats,AU,-14.25,129.55,81.14,70,42,6.24
5367788,Lompoc,US,34.6391,-120.4579,76.59,58,1,12.66
2561668,Agadir,MA,30.4202,-9.5982,68.45,86,5,6.55
1283240,Kathmandu,NP,27.7167,85.3167,68.22,100,75,2.3
934322,Mahébourg,MU,-20.4081,57.7,68.29,68,20,13.8
2015306,Tiksi,RU,71.6872,128.8694,33.84,72,100,5.08
2161515,Kiama,AU,-34.6833,150.8667,52.84,53,99,16.22
2036973,Heihe,CN,50.2441,127.4902,39.78,81,100,1.72
1501706,Krutikha,RU,53.9599,81.2093,37.13,85,90,9.37
3430443,Necochea,AR,-38.5473,-58.7368,48.04,78,0,12.71
4047434,Russell,US,32.3502,-85.1999,82.0,78,1,0.0
3440777,Rocha,UY,-34.4833,-54.3333,54.95,89,95,16.02
2729907,Longyearbyen,SJ,78.2186,15.6401,40.84,93,90,2.3
3894426,Coyhaique,CL,-45.5752,-72.0662,43.68,84,2,5.46
3470137,Belmonte,BR,-15.8631,-38.8828,75.7,86,64,6.44
2510075,Utiel,ES,39.5667,-1.2,58.3,72,44,8.48
3404558,Cabedelo,BR,-6.9811,-34.8339,74.07,72,37,14.41
789996,Istok,XK,42.7808,20.4875,56.32,83,93,2.93
5146092,Ashtabula,US,41.7001,-80.7665,78.03,69,1,4.61
2037485,Erenhot,CN,43.6475,111.9767,54.43,70,54,7.02
111453,Zanjān,IR,36.6736,48.4787,61.95,48,0,4.88
3421765,Nanortalik,GL,60.1432,-45.2371,37.54,70,2,10.96
2374583,Bubaque,GW,11.2833,-15.8333,81.88,82,100,11.88
5954718,Flin Flon,CA,54.7682,-101.865,58.84,41,40,9.22
933995,Souillac,MU,-20.5167,57.5167,68.38,68,20,13.8
3372964,Lagoa,PT,39.05,-27.9833,69.96,68,5,10.67
4020109,Atuona,PF,-9.8,-139.0333,77.94,72,35,19.89
1651810,Airai,TL,-8.9266,125.4092,66.06,43,91,4.76
2194098,Ahipara,NZ,-35.1667,173.1667,61.05,64,13,7.65
1722803,Buluang,PH,13.3068,123.3425,78.28,90,80,2.04
2112309,Katsuura,JP,35.1333,140.3,71.71,72,74,8.23
2208248,Kaitangata,NZ,-46.2817,169.8464,52.5,69,100,6.11
6165406,Thompson,CA,55.7435,-97.8558,50.16,62,40,10.36
1512218,Aban,RU,56.67,96.06,35.44,91,72,6.93
2022572,Khatanga,RU,71.9667,102.5,31.05,98,93,0.92
3893629,Coquimbo,CL,-29.9533,-71.3436,56.93,76,0,9.22
2026861,Berdigestyakh,RU,62.0989,126.6992,34.86,79,12,1.88
5983720,Iqaluit,CA,63.7506,-68.5145,31.73,69,90,10.36
233093,Kaabong,UG,3.4836,34.1492,66.51,65,5,3.94
3421193,Paamiut,GL,61.994,-49.6678,35.28,77,6,26.51
3414079,Olafsvik,IS,64.8945,-23.7142,44.87,71,96,3.29
88319,Benghazi,LY,32.1167,20.0667,83.32,44,0,6.91
3348313,Huambo,AO,-12.7761,15.7392,70.45,42,84,2.15
3694112,Paita,PE,-5.0892,-81.1144,66.76,80,13,19.15
3397763,Jacareacanga,BR,-6.2222,-57.7528,83.26,52,95,1.03
3838859,Río Gallegos,AR,-51.6226,-69.2181,53.65,62,75,6.91
2074865,Carnarvon,AU,-24.8667,113.6333,59.07,41,0,6.91
2644605,Lerwick,GB,60.1545,-1.1494,53.6,79,100,21.16
1812728,Dingzhou,CN,38.5131,114.9956,68.11,88,10,3.22
3838793,Río Tercero,AR,-32.173,-64.1141,58.86,62,100,8.03
2501152,Constantine,DZ,36.365,6.6147,65.61,94,40,5.75
5380420,Pacifica,US,37.6138,-122.4869,83.03,30,1,13.8
4500546,Atlantic City,US,39.3643,-74.4229,66.45,72,40,5.75
8079926,Labuhan,ID,-6.8844,112.2051,77.81,82,100,5.61
5779548,Payson,US,40.0444,-111.7321,64.0,29,1,9.22
3374210,São Filipe,CV,14.8961,-24.4956,80.19,83,44,3.22
5735238,Klamath Falls,US,42.2249,-121.7817,71.51,24,1,10.36
4269392,Chanute,US,37.6792,-95.4572,89.92,49,75,10.36
2629833,Husavik,IS,66.0449,-17.3389,42.71,93,100,16.17
2126682,Bilibino,RU,68.0546,166.4372,23.18,73,74,4.76
2304548,Anloga,GH,5.7947,0.8973,79.02,86,81,12.12
4031637,Lavrentiya,RU,65.5833,-171.0,35.69,62,13,7.65
5052916,Willmar,US,45.1219,-95.0433,60.21,82,75,11.5
1637510,Loa Janan,ID,-0.583,117.095,74.28,96,98,1.23
2012530,Zhigansk,RU,66.7697,123.3711,33.28,75,99,6.11
4231997,Avera,US,33.194,-82.5271,73.56,97,100,10.71
3571913,Marsh Harbour,BS,26.5412,-77.0636,83.8,71,25,9.4
1863997,Fukuechō,JP,32.6881,128.8419,77.36,83,75,10.36
3405215,Bonfim,BR,3.0833,-59.95,81.03,72,95,5.79
2393693,Kandi,BJ,11.1342,2.9386,75.42,88,57,3.58
5955902,Fort Nelson,CA,58.8053,-122.7002,60.39,41,75,8.05
3572462,Dunmore Town,BS,25.5,-76.65,84.11,69,10,10.09
5354943,Half Moon Bay,US,37.4636,-122.4286,83.79,27,1,0.0
2537881,Safi,MA,32.2994,-9.2372,69.26,87,25,14.16
70979,Sayyan,YE,15.1718,44.3244,64.6,30,54,2.91
3430863,Mar del Plata,AR,-38.0023,-57.5575,50.02,81,0,8.05
1688696,San Policarpo,PH,12.1791,125.5072,80.74,81,48,5.61
3629710,Puerto Ayacucho,VE,5.6639,-67.6236,78.98,84,100,4.14
1090415,Chirongui,YT,-12.9319,45.1483,75.13,78,3,6.91
1214488,Meulaboh,ID,4.1363,96.1285,75.15,88,95,2.13
1819729,Hong Kong,HK,22.2855,114.1577,84.16,81,34,2.91
2654728,Bridlington,GB,54.0831,-0.1919,53.53,85,98,6.44
2017155,Saskylakh,RU,71.9167,114.0833,31.08,96,100,5.21
2127060,Arman',RU,59.7,150.1667,44.11,71,75,11.36
6690296,Saint-Joseph,RE,-21.3667,55.6167,64.78,79,88,13.27
2159220,Mackay,AU,-21.15,149.2,73.38,56,66,4.61
2173911,Broken Hill,AU,-31.95,141.4333,47.91,57,40,21.85
1267390,Kavaratti,IN,10.5669,72.642,81.36,79,99,11.72
523662,Nadvoitsy,RU,63.8667,34.3167,38.91,70,63,6.2
2618795,Klaksvík,FO,62.2266,-6.589,52.72,79,70,36.33
3421719,Narsaq,GL,60.9167,-46.05,37.62,63,1,4.38
3985710,Cabo San Lucas,MX,22.8909,-109.9124,84.51,78,75,10.36
1313479,Loikaw,MM,19.6742,97.2094,68.38,97,100,1.57
2281120,Tabou,CI,4.423,-7.3528,76.37,89,21,5.93
5746545,Portland,US,45.5234,-122.6762,71.73,49,20,8.05
1512223,Abalak,RU,58.1286,68.5944,33.15,93,98,7.54
5919850,Chapais,CA,49.7834,-74.8492,65.98,47,5,8.84
3625710,Upata,VE,8.0086,-62.3989,72.9,92,93,3.47
613074,Marneuli,GE,41.4759,44.8089,66.94,64,0,3.89
3416888,Grindavik,IS,63.8424,-22.4338,43.27,93,0,2.3
2641434,Northam,GB,51.0333,-4.2167,53.22,86,98,4.23
556268,Ostrovnoy,RU,68.0531,39.5131,36.09,85,64,12.55
2654970,Brae,GB,60.3964,-1.353,53.51,80,96,21.79
5501344,Carson City,US,39.1638,-119.7674,73.0,15,1,14.97
2637853,Sidmouth,GB,50.6909,-3.2397,53.38,94,20,3.44
962367,Richards Bay,ZA,-28.783,32.0377,67.24,80,99,15.73
542464,Krasnoarmeysk,RU,51.0239,45.6969,49.73,69,82,10.96
933677,Kasane,BW,-17.8167,25.15,70.11,30,0,4.38
2152659,Port Macquarie,AU,-31.4333,152.9167,60.76,46,55,14.56
143748,Alvand,IR,36.3187,49.1678,56.16,66,0,4.52
1519422,Semey,KZ,50.4111,80.2275,39.42,81,0,6.71
150793,Pangani,TZ,-5.4333,38.9667,73.2,84,12,5.7
2738381,Lata,PT,40.1629,-8.3327,57.61,58,0,7.0
1899102,Nagato,JP,34.3833,131.2,76.95,80,2,18.39
1627185,Sijunjung,ID,-0.6876,100.9537,70.03,98,56,1.99
1486321,Yar-Sale,RU,66.8333,70.8333,36.18,98,100,12.01
64814,Bandarbeyla,SO,9.4942,50.8122,77.0,83,85,25.99
1275506,Birmitrapur,IN,22.4,84.7667,75.58,93,100,2.55
1710519,Isabela,PH,6.7085,121.9711,80.65,82,100,0.98
3397851,Itupiranga,BR,-5.1347,-49.3267,86.32,46,100,3.56
4005143,Guaymas,MX,27.9333,-110.9,88.97,75,40,13.8
935215,Saint-Philippe,RE,-21.3585,55.7679,65.79,80,98,13.38
1507116,Dudinka,RU,69.4058,86.1778,29.68,85,100,11.1
1853483,Oyama,JP,36.3,139.8,69.69,71,0,3.11
1638775,Lahat,ID,-3.8,103.5333,72.73,97,99,2.28
1687186,Sarangani,PH,5.4033,125.4636,82.08,72,92,3.42
4116834,Jonesboro,US,35.8423,-90.7043,86.83,55,1,6.91
3419842,Sisimiut,GL,66.9395,-53.6735,32.4,89,99,4.47
2121909,Poronaysk,RU,49.2167,143.1167,54.77,68,93,1.92
580182,Aykino,RU,62.2248,49.9922,30.07,95,14,3.38
4392354,Jasper,US,37.2001,-94.3502,91.45,43,40,14.97
1622318,Waingapu,ID,-9.6567,120.2641,79.43,74,99,7.31
779622,Havøysund,NO,70.9963,24.6622,43.68,65,4,21.23
4569313,Anderson,US,34.5334,-82.6499,73.45,94,90,11.5
2063042,Port Hedland,AU,-20.3167,118.5667,78.85,19,100,14.97
5364271,Laguna,US,38.421,-121.4238,88.65,17,1,3.44
2447513,Arlit,NE,18.7369,7.3853,91.85,10,1,10.47
2033413,Cuiluan,CN,47.72,128.648,51.73,88,100,2.51
1006984,East London,ZA,-33.0153,27.9116,57.52,51,45,24.09
1337613,Kulhudhuffushi,MV,6.6221,73.07,81.5,79,94,10.33
2083537,Wewak,PG,-3.5534,143.6268,81.48,75,99,1.21
88533,Awjilah,LY,29.1081,21.2869,85.86,22,0,8.01
696677,Polohy,UA,47.4844,36.2536,52.74,62,97,4.5
3141667,Roald,NO,62.5833,6.1333,55.54,76,75,14.97
5010548,South Lyon,US,42.4606,-83.6516,73.85,86,100,14.67
557140,Il’inskiy,RU,55.619,38.1182,42.73,93,90,13.42
