City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3448552,São Luiz Gonzaga,BR,-28.4083,-54.9608,73.83,85,37,11.97
2123278,Mil'kovo,RU,54.7167,158.6167,42.46,94,100,5.88
3466980,Caravelas,BR,-17.7125,-39.2481,72.84,81,11,5.28
6166142,Thunder Bay,CA,48.4001,-89.3168,73.31,68,90,10.36
4034551,Faanui,PF,-16.4833,-151.75,78.4,73,25,12.01
2132606,Samarai,PG,-10.6167,150.6667,77.59,89,100,13.51
4726521,San Patricio,US,28.017,-97.5169,90.57,52,0,13.8
1795632,Shenjiamen,CN,29.9576,122.298,73.35,85,38,4.68
649924,Kuusamo,FI,65.9667,29.1833,39.24,75,90,9.22
2014624,Udachny,RU,66.4167,112.4,35.96,64,100,7.07
2662689,Visby,SE,57.6409,18.296,43.02,81,75,9.22
3855075,General Pico,AR,-35.6566,-63.7568,54.27,56,22,9.06
1214026,Sabang,ID,5.8933,95.3214,82.09,77,66,19.8
6316343,Alta Floresta,BR,-9.8756,-56.0861,88.92,27,76,2.37
2122090,Pevek,RU,69.7008,170.3133,26.98,81,95,2.26
2038120,Chaoyang,CN,41.5703,120.4586,57.61,88,100,13.33
3466931,Carlos Chagas,BR,-17.7031,-40.7664,74.95,67,27,11.14
5600685,Meridian,US,43.6121,-116.3915,66.7,31,1,8.05
2264557,Ponta do Sol,PT,32.6667,-17.1,72.23,81,40,5.03
584792,Türkan,AZ,40.3639,50.215,69.98,83,0,9.22
3391889,Pitimbu,BR,-7.4706,-34.8086,73.99,72,45,12.5
4021858,Guerrero Negro,MX,27.9769,-114.0611,78.76,49,0,12.59
107304,Buraidah,SA,26.326,43.975,81.05,16,0,5.53
644499,Nivala,FI,63.9167,24.9667,32.52,95,10,4.43
2024812,Dul'durga,RU,50.6761,113.5931,51.22,95,98,2.46
933288,Mopipi,BW,-21.1833,24.8833,77.61,24,53,9.84
2112802,Hasaki,JP,35.7333,140.8333,70.2,63,56,7.54
4513583,Hamilton,US,39.1834,-84.5333,70.77,88,90,5.75
305681,Kumluca,TR,36.3703,30.2869,80.01,49,0,3.33
1855891,Nakamura,JP,32.9833,132.9333,76.01,82,30,8.52
2221053,Wum,CM,6.3833,10.0667,64.53,95,89,2.93
3537840,Santa Cruz del Sur,CU,20.7147,-77.9956,84.6,67,58,1.83
1141857,Gardez,AF,33.5974,69.2259,58.96,73,0,3.51
5962442,Goderich,CA,43.7501,-81.7165,75.52,64,100,11.5
1337605,Mahibadhoo,MV,3.7833,72.9667,82.49,75,17,11.92
1856068,Nago,JP,26.5881,127.9761,83.07,69,16,2.68
1513491,Yangi Marg`ilon,UZ,40.4272,71.7189,59.72,55,0,4.61
1489822,Tegul'det,RU,57.3064,88.1667,36.07,95,100,7.61
1273978,Churhat,IN,24.428,81.6703,78.06,84,22,2.04
1502073,Krasnosel'kup,RU,65.7,82.4667,29.89,91,97,15.52
6149996,Smithers,CA,54.7804,-127.1743,46.72,93,90,6.91
4033356,Tiarei,PF,-17.5333,-149.3333,84.22,73,12,13.18
916668,Isoka,ZM,-10.1606,32.6335,63.1,63,0,1.79
3662342,São Gabriel da Cachoeira,BR,-0.1303,-67.0892,81.18,74,100,1.5
3948613,Acarí,PE,-15.4311,-74.6158,63.97,78,78,5.08
2126710,Beringovskiy,RU,63.05,179.3167,42.64,93,100,5.66
3698359,Chicama,PE,-7.8447,-79.1469,61.34,74,6,8.77
2986732,Ploemeur,FR,47.7333,-3.4333,53.71,94,0,3.44
2270385,Camacha,PT,33.0833,-16.3333,69.22,64,40,11.5
1259395,Porbandar,IN,21.6422,69.6093,81.03,88,98,14.36
3392167,Picos,BR,-7.0769,-41.4669,87.84,26,66,5.59
1242110,Kalmunai,LK,7.4167,81.8167,79.18,85,86,7.67
5861897,Fairbanks,US,64.8378,-147.7164,37.36,60,75,10.36
3424607,Tasiilaq,GL,65.6145,-37.6368,37.56,73,69,8.99
2137773,Vao,NC,-22.6667,167.4833,69.93,65,96,17.85
3446295,Torres,BR,-29.3353,-49.7269,68.36,96,45,4.76
3393692,Itarema,BR,-2.9248,-39.9167,78.6,82,15,15.46
1562414,Vung Tau,VN,10.346,107.0843,78.89,84,100,4.97
5110365,Broome,US,42.2506,-75.833,68.27,63,1,8.05
2988507,Paris,FR,48.8534,2.3488,60.08,90,75,4.61
2125693,Evensk,RU,61.95,159.2333,45.1,86,100,17.72
1726449,Basco,PH,20.4487,121.9702,84.0,77,47,11.54
5924351,Clyde River,CA,70.4692,-68.5914,25.03,86,20,8.05
2181625,Te Anau,NZ,-45.4167,167.7167,44.91,96,100,3.42
2173323,Bundaberg,AU,-24.85,152.35,75.49,46,90,10.36
2413533,Essau,GM,13.4839,-16.5347,80.76,85,25,13.02
4014336,Chihuahua,MX,28.5,-106.0,83.23,24,100,5.12
1162094,Ziarat,PK,30.3823,67.7282,61.21,55,0,2.28
1159716,Sarakhs,IR,36.5449,61.1577,68.14,37,0,0.0
2030065,Mandalgovi,MN,45.7625,106.2708,50.77,75,1,4.65
5712169,Baker City,US,44.7749,-117.8344,62.31,39,1,3.44
303798,Nizip,TR,37.0097,37.7942,75.33,41,0,8.3
3663693,Jutaí,BR,-5.1833,-68.9,80.91,69,50,1.61
1637001,Biak,ID,-0.9131,122.8766,75.43,89,100,3.69
211647,Lodja,CD,-3.4833,23.4333,72.46,75,57,2.06
108410,Riyadh,SA,24.6877,46.7219,78.94,17,0,8.23
3029212,Arrondissement de Cahors,FR,44.4167,1.3333,58.5,92,97,4.41
3377301,Mabaruma,GY,8.2,-59.7833,77.05,89,100,3.87
2070998,Geraldton,AU,-28.7667,114.6,61.21,51,0,10.36
921786,Mitsamiouli,KM,-11.3847,43.2844,76.14,79,0,11.43
339629,Deder,ET,9.3167,41.45,55.99,89,89,6.64
6180550,Whitehorse,CA,60.7161,-135.0538,41.77,87,90,16.11
3572189,High Rock,BS,26.6208,-78.2833,78.82,70,92,7.96
1640972,Katobu,ID,-4.9408,122.5276,74.59,87,100,3.04
1523662,Kachīry,KZ,53.0675,76.1036,38.39,80,61,11.41
4255151,Bud,US,39.447,-86.1758,72.61,87,82,15.35
3129135,Avilés,ES,43.5547,-5.9248,60.19,94,40,3.44
2090021,Namatanai,PG,-3.6667,152.4333,82.83,70,90,3.98
5935804,Dawson Creek,CA,55.7666,-120.2362,56.82,47,20,9.22
1217007,Koson,UZ,39.0375,65.585,59.32,27,0,3.29
2108502,Honiara,SB,-9.4333,159.95,85.87,65,8,8.12
3651857,Sangolquí,EC,-0.3341,-78.4522,59.49,71,97,3.0
2413419,Gunjur,GM,13.2019,-16.7339,80.67,94,20,3.44
876123,Lumeje,AO,-11.55,20.7833,76.75,20,87,2.39
529368,Marfino,RU,55.7028,37.3822,42.94,93,90,13.42
7671223,Kloulklubed,PW,7.0419,134.2556,81.1,74,99,1.12
986717,Kruisfontein,ZA,-34.0033,24.7314,55.54,58,82,18.9
3516171,Barra de Tecoanapa,MX,16.5167,-98.75,84.42,69,24,7.38
3598787,Champerico,GT,14.3,-91.9167,86.54,79,100,7.29
4151316,Clearwater,US,27.9659,-82.8001,80.31,76,1,0.0
172515,Abu Samrah,SY,35.3029,37.1841,75.02,50,0,6.6
1488903,Turukhansk,RU,65.8167,87.9833,34.29,94,100,8.16
3372472,Vila Franca do Campo,PT,37.7167,-25.4333,68.41,85,16,9.91
1524787,South Kazakhstan Region,KZ,43.0,68.0,58.51,17,0,6.06
186827,Meru,KE,0.0463,37.6559,59.29,79,11,3.09
3571592,Rock Sound,BS,24.9,-76.2,83.89,71,10,11.59
5044290,Saint Anthony,US,45.0205,-93.218,61.74,85,90,13.8
110690,Abhā,SA,18.2164,42.5053,66.45,21,0,0.0
1489656,Teya,RU,60.3778,92.6267,33.69,98,79,5.1
699328,Novopokrovka,UA,49.8425,36.5477,50.38,82,100,6.64
1490256,Talnakh,RU,69.4865,88.3972,31.41,85,87,4.21
2136825,Isangel,VU,-19.55,169.2667,80.71,57,40,11.5
212902,Kindu,CD,-2.95,25.95,72.43,85,97,2.62
56399,Jamame,SO,0.0722,42.7506,75.72,81,3,12.1
6100799,Pemberton,CA,50.3164,-122.8027,58.69,60,91,5.57
53372,Oodweyne,SO,9.4092,45.064,75.0,57,91,11.63
2961459,Skibbereen,IE,51.55,-9.2667,57.0,88,100,2.21
2022064,Kirovskiy,RU,45.0917,133.5136,54.88,84,100,5.26
2155742,Narrabri,AU,-30.3167,149.7833,51.89,50,75,17.27
1685422,Sulangan,PH,11.1373,123.7228,80.94,79,94,7.38
2381972,Adrar,MR,20.5022,-10.0711,92.86,23,6,14.5
2020121,Mayya,RU,61.7333,130.2811,34.92,76,12,2.26
2315026,Kasongo-Lunda,CD,-6.4667,16.8167,77.72,54,14,1.68
3693646,Picota,PE,-6.9197,-76.3304,90.09,88,69,2.75
2288105,Grand-Lahou,CI,5.1367,-5.0242,75.54,92,36,7.36
2638302,Seaham,GB,54.839,-1.3458,57.52,83,79,8.03
3372783,Ponta Delgada,PT,37.7333,-25.6667,68.72,77,20,6.91
2260009,Ewo,CG,-0.8725,14.8206,76.41,74,73,1.79
118063,Sabzawār,IR,36.2126,57.6819,71.69,27,0,8.68
1637001,Luwuk,ID,-0.9516,122.7875,77.02,91,100,2.75
3920736,Chimoré,BO,-16.9833,-65.1333,83.79,49,72,3.0
1510689,Baykit,RU,61.67,96.37,38.77,89,100,7.99
240210,Birao,CF,10.2849,22.7882,71.26,93,36,1.25
1509852,Bogotol,RU,56.2078,89.5342,34.47,98,100,8.79
5993072,Kitimat,CA,54.0524,-128.6534,52.18,98,100,3.2
1865207,Arai,JP,37.0167,138.25,73.96,66,0,6.78
1270077,Hinganghāt,IN,20.5667,78.8333,78.21,90,99,1.92
2109528,Buala,SB,-8.145,159.5921,83.84,71,40,9.26
1028434,Quelimane,MZ,-17.8786,36.8883,66.15,82,0,0.0
2243271,Cabinda,AO,-5.55,12.2,75.04,88,31,6.76
1253237,Verāval,IN,20.9,70.3667,80.19,88,76,13.09
290030,Doha,QA,25.2867,51.5333,89.89,47,0,8.05
2640351,Peterhead,GB,57.5058,-1.7981,55.8,86,100,7.49
1812228,Dongtai,CN,32.8523,120.3095,68.31,89,0,7.99
5038045,Monticello,US,45.3055,-93.7941,62.4,77,90,13.8
2460954,Araouane,ML,18.9048,-3.5265,96.66,13,10,8.41
5225507,Warwick,US,41.7001,-71.4162,65.34,72,40,4.61
1185272,Kālia,BD,23.0396,89.6328,75.7,96,100,8.84
1223738,Weligama,LK,5.9667,80.4167,77.83,88,83,7.92
2126199,Cherskiy,RU,68.75,161.3,30.25,60,89,5.93
1492948,Saryg-Sep,RU,51.5,95.6,35.78,77,88,2.75
6112608,Powell River,CA,49.8496,-124.5361,56.86,94,90,8.05
4500994,Burlington,US,39.8835,-74.6413,67.78,64,1,5.75
2013727,Vanavara,RU,60.34,102.2797,38.1,89,100,12.46
4032369,Pangai,TO,-19.8,-174.35,78.91,61,20,6.91
1071296,Antalaha,MG,-14.9003,50.2788,69.4,75,92,7.16
4877138,Spencer,US,43.1414,-95.1444,64.27,68,75,20.71
5851349,Nānākuli,US,21.3906,-158.1547,87.03,45,1,12.66
2686469,Örnsköldsvik,SE,63.2909,18.7153,40.15,93,90,2.3
2079582,Alyangula,AU,-13.8483,136.4192,82.27,61,65,11.5
4493316,Statesville,US,35.7826,-80.8873,76.62,69,75,5.75
1784253,Zhongxing,CN,33.7039,118.6792,69.06,85,0,12.68
1817993,Anking,CN,30.5092,117.0506,68.65,87,0,5.57
605155,Kiruna,SE,67.8557,20.2251,34.72,87,90,13.8
2122605,Okhotsk,RU,59.3833,143.3,46.99,62,97,7.78
6050194,La Sarre,CA,48.8002,-79.1996,68.2,46,99,12.86
110690,Faya,SA,18.3851,42.4509,66.72,30,0,4.07
1511146,Azanka,RU,58.0401,64.7893,30.24,98,97,5.08
352733,Marsá Maţrūḩ,EG,31.3525,27.2453,75.4,78,0,5.75
367544,Sawākin,SD,19.1059,37.3321,86.25,59,6,5.79
3422683,Kangaatsiaq,GL,68.3065,-53.4641,33.6,79,100,6.08
2236967,Soyo,AO,-6.1349,12.3689,74.52,88,46,6.89
3897724,Bulnes,CL,-36.7423,-72.2985,61.56,58,0,14.2
5117949,Freeport,US,40.6576,-73.5832,68.95,60,1,6.91
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,28,0,6.91
1511382,Armizonskoye,RU,55.9461,67.6736,37.06,91,100,10.76
1487332,Verkhnyaya Inta,RU,65.9811,60.3094,35.19,90,100,14.25
2027968,Aldan,RU,58.6031,125.3894,37.47,85,13,2.73
578283,Korocha,RU,50.8107,37.1953,50.72,87,100,7.49
1000543,Graaff-Reinet,ZA,-32.2522,24.5308,45.12,61,45,8.37
912628,Kasempa,ZM,-13.4584,25.8338,64.85,27,3,5.23
5069297,Grand Island,US,40.925,-98.342,69.37,43,40,18.41
2036237,Langxiang,CN,46.95,128.8833,50.77,95,100,2.84
514706,Osa,RU,57.2829,55.4567,38.8,73,97,2.89
2037252,Genhe,CN,50.7833,121.5167,47.43,74,100,2.53
1608239,Nong Khae,TH,14.3406,100.8673,76.95,96,100,2.01
1266668,Khonsa,IN,27.0167,95.5667,66.9,97,52,3.49
140463,Birjand,IR,32.8663,59.2211,59.47,20,0,6.91
3920244,Chulumani,BO,-16.4096,-67.5263,64.71,94,92,1.12
1052373,Beira,MZ,-19.8436,34.8389,66.81,76,0,8.08
2119964,Vakhrushev,RU,48.9833,142.9667,57.6,64,100,1.59
245338,Am Timan,TD,11.0297,20.2827,72.16,95,99,1.99
876177,Luau,AO,-10.7073,22.2247,71.38,27,4,4.88
2065594,Mount Isa,AU,-20.7333,139.5,67.77,19,90,25.32
690193,Velykyy Burluk,UA,50.0379,37.3987,51.22,82,90,6.8
3897347,Calama,CL,-22.4667,-68.9333,68.49,9,40,21.85
2516507,Huéscar,ES,37.811,-2.5412,64.15,62,1,3.15
3406196,Barreirinhas,BR,-2.7469,-42.8264,78.71,79,39,9.35
3671450,Inírida,CO,3.8653,-67.9239,75.79,92,98,1.21
1701054,Marawi,PH,7.9986,124.2928,71.87,88,40,1.68
3115824,Muros,ES,42.7762,-9.0603,59.5,78,1,14.52
4032420,Neiafu,TO,-18.65,-173.9833,81.28,74,40,10.36
7288345,Kaupanger,NO,61.1845,7.2404,51.19,95,100,5.21
2090990,Mendi,PG,-6.1761,143.6513,61.23,81,100,0.74
1622786,Makassar,ID,-5.14,119.4221,77.05,83,20,1.14
527321,Mezen',RU,65.8522,44.24,32.81,90,37,1.7
935214,Saint-Pierre,RE,-21.3393,55.4781,65.88,68,20,9.22
3899695,Ancud,CL,-41.8697,-73.8203,47.73,80,5,3.96
2455558,Kati,ML,12.7441,-8.0726,80.01,70,99,4.12
4470244,Havelock,US,34.8791,-76.9013,77.86,78,75,9.22
481548,Troitsko-Pechorsk,RU,62.7084,56.1964,37.44,74,100,6.17
2318123,Yenagoa,NG,4.9247,6.2642,75.74,93,100,4.09
3896774,Carahue,CL,-38.7,-73.1667,57.4,94,0,3.02
3572906,Andros Town,BS,24.7,-77.7667,84.16,64,12,10.87
5012639,Troy,US,42.6056,-83.1499,74.89,72,100,14.88
6145890,Shelburne,CA,44.0787,-80.2041,65.23,71,100,9.28
3662927,Pauini,BR,-7.7136,-66.9764,78.28,74,60,1.21
2180815,Tuatapere,NZ,-46.1333,167.6833,48.7,85,100,4.23
2178753,Kirakira,SB,-10.4544,161.9205,83.53,73,66,11.16
4334734,Natchitoches,US,31.7668,-93.1335,87.89,62,40,4.61
3374462,Mindelo,CV,16.8901,-24.9804,80.15,78,40,17.27
2128975,Nemuro,JP,43.3236,145.575,60.64,85,47,13.6
1636022,Martapura,ID,-3.4167,114.85,75.29,94,20,2.3
5733351,Jackson,US,42.4165,-122.8345,78.67,25,1,4.61
5178800,Back Mountain,US,41.3359,-75.9963,66.63,85,75,3.58
6065592,Maple Creek,CA,49.9168,-109.4848,61.93,29,12,4.61
2634569,Wells,GB,51.2079,-2.649,54.5,87,64,2.89
1714733,Dingle,PH,10.9995,122.6711,76.73,92,84,1.39
3372760,Praia da Vitória,PT,38.7333,-27.0667,70.05,88,75,10.25
86049,Jalu,LY,29.0331,21.5482,86.22,21,0,7.49
3347019,Mossamedes,AO,-15.1961,12.1522,62.19,83,9,5.7
5711149,Altamont,US,42.2068,-121.7372,71.44,24,1,10.36
5374920,Morro Bay,US,35.3658,-120.8499,87.12,50,0,4.76
5983607,Inuvik,CA,68.3499,-133.7218,50.86,53,75,6.91
2986933,Plaisance-du-Touch,FR,43.5657,1.2975,57.0,88,28,8.05
3141310,Rørvik,NO,64.8621,11.2373,48.78,68,100,32.1
293842,Kiryat Gat,IL,31.61,34.7642,75.88,71,0,5.23
3382160,Cayenne,GF,4.9333,-52.3333,78.84,89,0,0.0
943937,Villiers,ZA,-27.0303,28.6006,54.37,24,0,4.21
3899539,Antofagasta,CL,-23.65,-70.4,58.28,82,100,6.04
4793846,Williamsburg,US,37.2707,-76.7075,72.05,67,1,0.0
1262435,Murgūd,IN,16.4,74.2,70.86,97,100,4.18
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,55.99,47,75,13.42
3146942,Løpsmarka,NO,67.3134,14.4493,48.09,53,20,14.97
5887798,Assiniboia,CA,49.6334,-105.9845,62.42,29,18,17.27
2063036,Port Lincoln,AU,-34.7333,135.8667,53.38,62,93,14.81
1337612,Dhidhdhoo,MV,6.8833,73.1,82.33,77,95,10.89
489088,Staraya Russa,RU,57.9944,31.3608,40.8,91,100,10.51
3163146,Andenes,NO,69.3143,16.1194,46.38,57,36,17.27
5383537,Placer,US,39.0666,-120.7677,78.76,12,0,7.78
1733502,Ranau,MY,5.9538,116.6641,66.85,94,94,2.01
133595,Gerāsh,IR,27.6652,54.1371,79.99,46,0,3.89
2108857,Gizo Government Station,SB,-8.103,156.8419,81.54,76,92,9.48
1786538,Yining,CN,29.0361,114.5636,66.85,83,0,2.04
3397967,Itaituba,BR,-4.2761,-55.9836,79.99,66,98,2.3
1489853,Tazovsky,RU,67.4667,78.7,33.42,75,100,13.8
602913,Skellefteå,SE,64.7507,20.9528,41.36,87,90,2.3
5972291,Havre-St-Pierre,CA,50.2334,-63.5986,53.96,76,90,5.75
3199873,Gospić,HR,44.5461,15.3747,55.09,95,32,6.17
2012593,Zeya,RU,53.75,127.2667,51.17,84,0,0.98
6014443,Lac du Bonnet,CA,50.2536,-96.0612,58.62,53,100,9.66
1271343,Ghātanji,IN,20.1333,78.3167,76.26,90,100,5.1
2142316,Yeppoon,AU,-23.1333,150.7333,76.78,59,38,9.84
610864,Khani,GE,41.9563,42.9566,53.17,80,0,6.26
2303611,Esim,GH,4.8699,-2.2405,76.53,91,69,7.4
53157,Qandala,SO,11.472,49.8728,86.94,64,4,2.13
2639996,Portsmouth,GB,50.799,-1.0913,56.21,89,38,5.12
2120612,Tigil',RU,57.8,158.6667,49.42,83,100,8.23
1695546,Pandan,PH,14.0453,124.1694,80.98,83,100,5.88
1605102,Wang Saphung,TH,17.301,101.7685,75.22,94,90,3.44
1254390,Tiruchchendur,IN,8.4833,78.1167,81.55,75,88,6.64
777019,Vardø,NO,70.3705,31.1107,43.38,74,43,26.35
